headline,url,time,summary,tags
精神病人之死：家属质疑警方处警中违规操作，追逐中扑倒病人致其受伤后身亡,https://news.sina.com.cn/c/2025-05-22/doc-inexmhch7163999.shtml,2025-05-22 13:35:00,来源：新黄河  新黄河记者：刘钊  一场突如其来的变故，让来自山西省运城市稷山县化峪镇南位村的牛先生一家陷入了无尽的悲痛之中。,
医保钱包开通地区再扩容 22省227个地区实现跨省共济,https://news.sina.com.cn/c/2025-05-22/doc-inexmnme7056070.shtml,2025-05-22 13:27:00,来源：央视网 央视网消息：据国家医疗保障局官网消息，截至2025年5月8日，已有河北、内蒙古、辽宁、吉林、黑龙江、上海、江苏、浙江、安徽、山东、河南、湖北、广西...,"新疆生产建设兵团,医保,甘肃省"
广西发布暴雨蓝色预警，启动防汛四级应急响应,https://news.sina.com.cn/c/2025-05-22/doc-inexmhch7164800.shtml,2025-05-22 13:18:00,来源：央视网央视网消息：据广西壮族自治区防汛抗旱指挥部消息，据预报，5月22日夜间至24日，广西将出现今年“龙舟水”期间首场强降雨，自西北向东南有一次大雨到暴雨...,"广西防汛抗旱应急预案,广西,防汛"
贵州省大方县果瓦乡山体滑坡初步判断十余人被困,https://news.sina.com.cn/c/2025-05-22/doc-inexmhcc5103480.shtml,2025-05-22 13:07:00,新华社贵阳5月22日电（记者李凡、骆飞）5月22日9时许，贵州省大方县果瓦乡庆阳村发生一起山体滑坡。据相关部门消息，初步判断6栋8户十余人被困。现场山势较高、坡,
国家医保局：1—4月职工医保个人账户共济金额177.92亿元,https://news.sina.com.cn/c/2025-05-22/doc-inexmhch7167905.shtml,2025-05-22 12:34:00,来源：央视网央视网消息：据国家医疗保障局官网消息，目前，职工医保个人账户共济可以通过即时调用被绑定人个人账户、医保钱包转账等方式实现。,医保
我国多措促进珍稀濒危野生动植物种群恢复,https://news.sina.com.cn/c/2025-05-22/doc-inexmhch7145937.shtml,2025-05-22 12:17:00,来源：央视网 5月22日是国际生物多样性日，今年的主题是“万物共生 和美永续”。记者从国家林业和草原局获悉，通过实施以国家公园为主体的自然保护地体系建设及野生动植物保...,"旗舰,自然保护地,熊猫"
教育部拟同意设置32所本科高等学校,https://news.sina.com.cn/c/2025-05-22/doc-inexmhcf1864504.shtml,2025-05-22 12:14:00,关于拟同意设置本科高等学校的公示 根据《中华人民共和国高等教育法》《普通高等学校设置暂行条例》《普通本科学校设置暂行规定》《本科层次职业学校设置标准（试行）》等...,
中央纪委国家监委网站丨贵州：开展重点领域关键岗位年轻干部廉洁宣讲,https://news.sina.com.cn/c/2025-05-22/doc-inexkzvk7261134.shtml,2025-05-22 11:31:00,“廉洁和干事的关系如同‘1’和‘0’一样，前面的‘1’必须立得正、站得稳，后面的‘0’才能创造无限可能。”日前，贵州省纪委监委机关联合团省委举办清廉贵州·“青廉宣讲团”省级宣讲...,"贵州省,中央纪委"
中国足协公布18强赛大名单：武磊回归,https://news.sina.com.cn/c/2025-05-22/doc-inexkzvf5209818.shtml,2025-05-22 11:30:00,来源：央视网央视网消息：据中国足球协会官网消息，北京时间5月22日，中国足协公布了国家男子足球队备战6月份最后两场2026世界杯亚洲区预选赛18强赛的27人集训名单。,"中国足协,武磊,足球队"
视评线丨美国“芯”机算尽 难阻中国标“芯”立义,https://news.sina.com.cn/c/2025-05-22/doc-inexnchv1540636.shtml,2025-05-22 11:17:00,FlashPlayer插件未安装安装插件，如果已经安装请检查是否被禁用undefinedundefined美国“芯”机算尽这几天的中美科技圈着实热闹。中国方面，,
王赋在嘉峪关调研督导集中整治和 “三化”建设年行动等工作,https://news.sina.com.cn/c/2025-05-22/doc-inexkzvk9900532.shtml,2025-05-22 10:57:00,5月20日至21日，甘肃省委常委、省纪委书记、省监委主任王赋在嘉峪关市调研督导群众身边不正之风和腐败问题集中整治、“纪检监察工作规范化法治化正规化建设年”行动...,"纪检监察,嘉峪关市"
定远：严把审理关口 守牢案件质量生命线,https://news.sina.com.cn/c/2025-05-22/doc-inexkzvk7230095.shtml,2025-05-22 10:53:00,“审查报告引用条规没有精准到款项。”“违纪事实表述过于简单，违纪时间、地点等要素要写详尽。”近日，在安徽省定远县纪委监委召开的案件审理研讨会上，委机关、派驻机构...,纪检监察
国足公布世预赛大名单，最后两战不容有失,https://news.sina.com.cn/o/2025-05-22/doc-inexkzvk9886757.shtml,2025-05-22 10:47:00,新京报讯（记者孙海光）中国国家男子足球队5月22日公布了新一期集训名单，备战下月与印尼和巴林队的两场世界杯亚洲区预选赛，刚刚完成会籍转换的杨明洋首次进入大名单。,"国足,世预赛,印尼队"
9万余条物种记录向全球开放 中国首个热带生物多样性数字平台发布,https://news.sina.com.cn/c/2025-05-22/doc-inexkzvk9879304.shtml,2025-05-22 10:23:00,5月22日是国际生物多样性日，由中国科学院西双版纳热带植物园打造的“西双版纳生物多样性平台”正式向全球开放。该平台整合了科研人员和自然爱好者多年来收集的西双版纳地区...,"中国,西双版纳傣族自治州,生物"
贵州大方县接连发生两起山体滑坡 有人员被困,https://news.sina.com.cn/c/2025-05-22/doc-inexkzvi1952364.shtml,2025-05-22 10:12:00,今天（5月22日），贵州省大方县长石镇和果瓦乡分别发生了两起山体滑坡，均造成人员被困。记者从大方县相关部门初步了解到，长石镇有两人被困，果瓦乡有多人被困...,"山体滑坡,贵州省"
今年前四个月全国累计发电装机容量近35亿千瓦,https://news.sina.com.cn/c/2025-05-22/doc-inexkzvf5173131.shtml,2025-05-22 09:57:00,国家能源局发布统计数据显示，截至4月底，全国累计发电装机容量34.9亿千瓦，同比增长15.9%。其中，太阳能发电装机容量9.9亿千瓦，同比增长47.7%；风电装机容量5.4亿千瓦...,"国家能源局,电网工程,许可"
高温“熄火”冷空气来袭 南方降雨进入最强时段,https://news.sina.com.cn/c/2025-05-22/doc-inexkvpn9959108.shtml,2025-05-22 09:08:00,今天（5月22日）南方进入此轮降雨过程的最强时段，安徽中南部、湖北中东部、湖南大部、江西西部和北部、广西北部和西部有暴雨或大暴雨，同时，内蒙古中部、山西...,
方圆谈丨找准小切口 讲活思政课,https://news.sina.com.cn/c/2025-05-22/doc-inexkvpi5264729.shtml,2025-05-22 08:54:00,思政课怎样活起来？在辽宁理工职业大学，一部情景剧，为如何上好思政课提供了启示。辽沈战役期间，锦州的苹果已然熟透，行军路过的战士们虽饥渴难耐，却一个也不摘。,"思政课,方圆"
遥感技术扎根土地 航天科技“四维耘田”助力智慧新农业,https://news.sina.com.cn/c/2025-05-22/doc-inexkvpm2033807.shtml,2025-05-22 08:50:00,近日，中国航天科技集团有限公司所属中国四维农业团队依托于四维云平台数字基座的高效数据处理能力和平台服务能力，打造了面向涉农用户的轻量级农业遥感平台——“四维耘田·时...,
贯彻落实中央纪委四次全会精神 以“同查”严惩风腐交织问题,https://news.sina.com.cn/c/2025-05-22/doc-inexkvpi5264811.shtml,2025-05-22 08:46:00,强化系统观念 树立整体思维以“同查”严惩风腐交织问题不正之风与腐败问题同根同源、互为表里。二十届中央纪委四次全会强调，一体推进正风反腐，强化系统观念...,"腐败,中央纪委,全会"
中国华能无人纯电动矿用卡车首次实现百台编组运营,https://news.sina.com.cn/c/2025-05-22/doc-inexkvpn9946229.shtml,2025-05-22 08:36:00,近日，“华能睿驰”百台无人电动矿用卡车正式编组，在华能伊敏露天矿投入运营，这是全球范围内无人纯电动矿用卡车首次实现百台编组运营。,"卡车,电动,纯电动"
西藏年内绿电交易电量突破1亿千瓦时,https://news.sina.com.cn/c/2025-05-22/doc-inexkvpm2028918.shtml,2025-05-22 08:36:00,截至5月16日，依托全国大电网统一调控和大市场资源配置优势，在北京电力交易中心和国网西北、西南分部的支持下，西藏年内绿电交易电量首次突破1亿千瓦时。,"电力,新能源,西藏"
多式联运再优化 中国物流光伏玻璃货运班列实现常态化运营,https://news.sina.com.cn/c/2025-05-22/doc-inexkvpn7287294.shtml,2025-05-22 08:36:00,截至5月20日，中国物流组织运营的蚌埠至太原光伏玻璃货运班列已累计发运13列，实现了蚌埠至太原光伏玻璃货运班列常态化运营，全年预计发运40万吨。,"玻璃,货运,中国物流"
中煤地质总局举行“中国地热一张图”助推乡村振兴发布会,https://news.sina.com.cn/c/2025-05-22/doc-inexkvpm2028724.shtml,2025-05-22 08:35:00,近日，中煤地质总局在福建坦洋村举行“中国地热一张图”助推乡村振兴发布会。“中国地热一张图”是中煤地质总局研发的全国首个地热资源数据融合平台...,"中国,乡村振兴"
贯彻落实中央纪委四次全会精神 以“同查”严惩风腐交织问题,https://news.sina.com.cn/c/2025-05-22/doc-inexkvpn9942945.shtml,2025-05-22 08:24:00,强化系统观念 树立整体思维以“同查”严惩风腐交织问题 不正之风与腐败问题同根同源、互为表里。二十届中央纪委四次全会强调，一体推进正风反腐，强化系统观念...,"腐败,中央纪委,全会"
图片新闻-广西纪检监察网,https://news.sina.com.cn/c/2025-05-22/doc-inexkvpn9942926.shtml,2025-05-22 08:24:00,广西壮族自治区蒙山县紧抓发展机遇，不断推动产业转型升级，把蚕丝绸产业打造成为全县经济优势特色产业，助力农业增效农民增收，推进乡村振兴。,"广西壮族自治区,纪检监察,广西"
广西贺州做实年轻干部教育管理监督 系好履职风纪扣,https://news.sina.com.cn/c/2025-05-22/doc-inexkvpn9942854.shtml,2025-05-22 08:24:00,日前，广西壮族自治区贺州市纪委监委机关联合团市委组织120余名年轻干部走进市党风廉政教育基地，通过沉浸式参观学习接受廉洁教育。,"贺州市,广西贺州"
冷空气来袭中东部高温退场 南方降雨进入最强时段,https://news.sina.com.cn/c/2025-05-22/doc-inexkvpn7305102.shtml,2025-05-22 08:22:00,来源：央视网央视网消息：据中国天气网消息，今天（5月22日）南方进入此轮降雨过程的最强时段，安徽中南部、湖北中东部、湖南大部、江西西部和北部...,"降雨,中东部,高温"
方圆谈丨找准小切口 讲活思政课,https://news.sina.com.cn/c/2025-05-22/doc-inexkvpn7282002.shtml,2025-05-22 08:15:00,思政课怎样活起来？在辽宁理工职业大学，一部情景剧，为如何上好思政课提供了启示。 辽沈战役期间，锦州的苹果已然熟透，行军路过的战士们虽饥渴难耐，却一个也不摘。,"思政课,方圆"
把好政策落实好,https://news.sina.com.cn/c/2025-05-22/doc-inexkvpm2016219.shtml,2025-05-22 07:46:00,“出台民营经济促进法”“开展规范涉企执法专项行动”“制定全国统一大市场建设指引”……今年经济工作的重点任务中，不少都指向了进一步优化营商环境。,襄阳市
监督故事 | 停水问题终于解决了,https://news.sina.com.cn/c/2025-05-22/doc-inexkvpn7276171.shtml,2025-05-22 07:44:00,不久前，庆阳市庆城县“三抓三促”行动专项工作机制办公室接到309国道庆城县桐川服务区负责人反映，服务区及周边群众家中停水多天，期间他曾多次向有关部门反映...,农村
厚植企业发展沃土,https://news.sina.com.cn/c/2025-05-22/doc-inexkvpn7276076.shtml,2025-05-22 07:44:00,湖北省襄阳市纪委监委持续推动优化营商环境，定期组织干部走访企业，压紧压实相关部门责任，保障惠企政策落细落实。图为5月21日，该市纪检监察干部联合发改...,"襄阳市,湖北省"
省级“一卡通”惠民惠农财政补贴政策清单发布,https://news.sina.com.cn/c/2025-05-22/doc-inexkvpn7273909.shtml,2025-05-22 07:35:00,近日，省财政厅组织省级主管部门集中制定并公开了《江苏省省级惠民惠农财政补贴政策清单（2025年）》。清单通过规范“一卡通”发放的补贴项目要素...,"惠民,补贴"
方圆谈丨找准小切口 讲活思政课,https://news.sina.com.cn/c/2025-05-22/doc-inexkvpn9934987.shtml,2025-05-22 07:03:00,思政课怎样活起来?在辽宁理工职业大学，一部情景剧，为如何上好思政课提供了启示。辽沈战役期间，锦州的苹果已然熟透，行军路过的战士们虽饥渴难耐，却一个也不摘。,"思政课,方圆"
贵阳：紧盯重要节点 深化整治违规收送礼品礼金问题,https://news.sina.com.cn/c/2025-05-22/doc-inexkvpi5245058.shtml,2025-05-22 07:03:00,近日，贵阳市纪委监委派驻市管企业第一纪检监察组联合驻在企业纪委，组建监督检查组，围绕违规收送礼品礼金等“四风”问题，对驻在企业及其下属子公司开展明察暗访...,贵阳市
“小官巨贪校长”，让乡镇初中生吃不饱,https://news.sina.com.cn/c/2025-05-22/doc-inexkrfp2141851.shtml,2025-05-22 07:02:00,来源：中国新闻周刊 “我们还在发育期，经常吃不饱，有时候晚上还会饿醒”“建议饭堂换点饭菜，一点都不好吃”…… 华南地区一地级市所辖区纪委监委办案人员走进该区一所乡镇初级...,巡察
